product_description,product_type,sentiment
RT @mention We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,9,2
Anyone here at #SXSW know where the &quot;PopUp&quot; Apple Store will be in Downtown Austin? :) #Apple #ipad2 #purchase :),9,2
"Before It Even Begins, Apple Wins #SXSW {link}",2,3
Best pickup-line at #SXSW: Do you have an iPhone charger?,9,2
a trend that Tomlinson is seeing is that age of iPad owners is higher than expected (says 55+ is their demo) #SXSW #in #newsapp,9,3
"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",3,1
Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?! @mention @mention @mention @mention ;),9,2
I'm in line for an #iPad 2 @mention @mention #SxSW,6,3
That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,9,3
RT @mention RT @mention RT @mention Google set to launch new social network #Circles today at #sxsw,9,2
"Ideally, &quot;Google logos bring people together socially.&quot; @mention (creative lead for the google doodle team) #gsdm #googledoodle #sxsw",3,3
Help me decide which panel to go to next: Future of Social Photography or Google Doodles: Burning Man to Pac-Man and Beyond. #sxsw,9,2
Any blackberry apps for #sxsw ?? Pls let @mention and I know...cheers...will have iphone too...:-),9,0
Check event #sxsw via Google Maps. Lot of buzz overthere..,9,2
"Apple to open pop-up shop in Austin for #SXSW, iPad 2 release - {link}",9,2
will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},9,2
"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw",8,1
"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",6,3
@mention thank u for ur tweet about japan and #SXSW ..trying to get a donation booth there but I'm over here with only an iPhone so plz help,9,2
@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,7,3
ÛÏ@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #MacÛ,9,2
Afraid being at #SXSW would make you miss out on buying the new iPad? No worries - Apple is opening a pop up shop there {link},9,2
"RT @mention RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",9,2
"Google says the future is location, location, location: {link} #SXSW #CNN",9,2
"RT @mention My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} #bnet #biz #ipad2 #apple #sxsw #ipad",6,3
"Google event: one drink tricket, small amount of food. @mention event: open bar, open taco truck #JustSaying #SXSW",9,2
@mention I thought that was the point of having an iPad - carrying it around at #sxsw,9,2
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw,9,2
RT @mention This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,9,2
"RT @mention Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link}",9,2
I was on my way here for the android party but hewlitt packard has a badass thing goiing with free food and booze and music. I love #sxsw,9,2
Here's a view inside - {link} RT @mention Apple Popup Store at #SXSW {link},9,2
"Designing iPad Interfaces - New Navigation Schemas.
#SXSW #UXDes",9,2
Really want a braille @mention shirt. I've seen a few people at #SXSW wear them. Maybe I'll ask the guys at the booth next door.,9,2
TR @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone? {link},9,2
Wanna know where to get lunch during #sxsw without waiting 30min?  Ask Around. I did.  Saved me lots of time.  {link},9,2
That was a hoax then. RT @mention &quot;We're not launching any products at #SXSW but we're doing plenty else.  {link},9,2
Watching Mike Tyson demo his new iPhone app. #sxsw,9,2
@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},9,2
"&quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}",2,3
Ever wonder how Google Maps captures those street views? #SXSW {link},9,2
Sugar &amp; Gold play Fitzgerald's in Houston tonight on their way to #SXSW. Free Show! Bodyaches Remix EP now... {link},9,2
The current Google Doodle is in tribute to Will Eisner whose birthday is March 6.  My #sxsw hashtag (#sxswEisner) is also a tribute to him!,9,2
RT @mention RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,9,2
"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",5,3
is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,9,2
The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,2,1
Chilcott: @mention #SXSW stand talking with Blogger staff. Too late to win competition for best tweet mentioning @mention So no t-shirt.,9,2
"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",6,1
"RT @mention Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,3
we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,6,3
Austin police hard at work guarding the Apple store. #sxsw {link},9,2
"RT @mention Hey #sxsw, there's some offers out there for ya {link}",9,2
The Apple #SXSW store still has iPad 2's and short lines.,6,3
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,2,3
@mention &amp; @mention are becoming competitors 4 @mention now that they're starting to realize #checkins are cool. #sxsw #sxswi,9,2
"RT @mention Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",9,2
#Google 's Coming Location Dominance at #SXSW | PCMag.com {link},3,2
Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,9,2
"Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",3,3
RT @mention #fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links {link},9,2
"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",9,3
"Case you wanna stalk me: Google, AustinJS, Rocksauce, then Shang. I will accomplish ALL OF THESE THINGS. #sxsw",9,2
Hard to keep up on all the #SXSW back channels   Used to be just Twitter.  Need a priority alerts feature ala Google in-box.,9,2
RT @mention Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,7,3
The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,6,3
"Google Circles, a new social network? No #SXSW.  {link}",5,2
RT @mention iPad 2's stacked up like pizza boxes at the #SXSW Apple store. {link},9,2
+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,5,3
#Android App Review: #SXSW Go. | {link} pls ª¼,9,2
Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link} VIA @mention Google circles opportunity with profiles?,9,2
"@mention I try to stay awake! :D I'm trying to get Ustream working on iPhone, see your badge/picture now is dat right? #kickoffparty  #sxsw",9,2
Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,9,2
RT ÛÏ@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?Û YES. Think of it as the ultimate offsite trade show &quot;booth.&quot;,9,2
@mention Google Circles will be Lame. #sxsw &lt;3,5,1
"If Apple pops up a store for an event like SXSW, u think AT&amp;T could at least put up an extra friggen tower? #sxsw",9,2
itune released free #SXSW featured music! download them today {link},9,2
RT @mention @mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw,9,2
"line around the corner for #iPad2 at #sxsw, i say wait on it. I've already got two cameras on my #iPhone sorry #apple",6,1
Photo: Still a lineup around the block at the #sxsw apple store. {link},9,2
"great for meetings, haha! #hollergram {link} #sxsw",9,2
RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,7,3
Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,9,2
"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",9,2
thanks @mention @mention for the fun party @mention for #sxsw last night: {link},9,2
A mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw,9,2
Going to #SXSW? Here's a google map of free wi-fi hotspots: {link} (warning: it's from 2009),9,2
"@mention @mention They're growing by 130,000+ users a week. Let's hope they make an android app for @mention 's sake. #sxsw",9,2
"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",9,2
via @mention - #Apple set to open temp store in downtown #Austin during #SXSW - {link}  #iPad2,9,2
ZOMG RT @mention Special Apple store at #sxsw just for ipad. Line is a block long. plixi.com/p/83323324 plixi.com/p/83323414,9,3
Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw,8,3
RT @mention Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple,9,3
VIDEO: Google: &quot;It Gets Better&quot;  // One of them is featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},9,2
Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw,7,3
New circle game? RT @mention  @mention Google (tries again) to launch new social network called Circles: {link} #sxsw,5,1
RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},9,2
Improving your web design using engineering metrics or intuition? Google overuse metrics that cannot find the best solution. Use both! #sxsw,9,2
"*g* rt @mention  Love the Apple pop-up store at #SXSW. ... Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",2,3
"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",5,3
"RT @mention To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",9,2
Awesome. Lost colleague. Left iphone in car. #fail #sxsw,9,2
Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,9,2
@mention  so #jealous of you. #sxsw &amp; you have the new iPad?!,6,3
Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,5,3
Best thing I've heard in a long while actually! &quot;I gave iPad 2 money to #Japan relief.&quot; #sxsw @mention @mention @mention,9,2
"#SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link}",9,2
"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",3,1
At the #SXSW #apple store in #ATX  {link},9,2
"Just for the record, I am not/was not in an iPad 2 line. I merely passed by while making some minor #sxsw rounds. Home now.",9,2
"C'mon already - @mention to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SxSW",9,2
C9: The First Cut {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #cvdc,9,2
"We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,8,1
Apparently Google to launch a major New Social Network {link} #SxSW #Circles,9,2
RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome,6,3
Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,6,3
#pubcamp #kirkus #sxsw   download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,7,3
"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",1,3
RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,9,3
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,6,3
"OOOOrkut? RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
"At a DSLR film discussion moderated by Guy Kawasaki, of Apple fame. Packed house! #SXSW",9,2
